,AGE,GENDER,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,PERSONAL_INCOME,AGREEMENT_RK,TARGET,LOAN_NUM_TOTAL_x,LOAN_NUM_TOTAL_y,LOAN_NUM_CLOSED
15318,47,1,1,0,1,0,8500.0,61844535.0,0.0,1.0,1.0,1.0
15320,25,1,1,1,1,0,5000.0,66585327.0,0.0,3.0,3.0,3.0
15321,51,1,0,0,0,1,5000.0,62075345.0,0.0,1.0,1.0,1.0
15322,61,0,0,0,1,0,6000.0,72300700.0,0.0,1.0,1.0,1.0
15323,41,1,2,2,1,0,5000.0,74039352.0,0.0,1.0,1.0,1.0
15324,44,1,1,1,1,0,10000.0,72290453.0,0.0,2.0,2.0,2.0
15325,50,1,1,0,1,0,13900.0,62186133.0,0.0,1.0,1.0,1.0
15326,39,0,0,0,1,0,15000.0,67529092.0,0.0,1.0,1.0,1.0
15327,61,0,2,0,0,1,15000.0,66918159.0,0.0,1.0,1.0,1.0
15328,34,0,2,2,1,0,18000.0,64281064.0,0.0,1.0,1.0,1.0
15329,45,1,1,0,1,1,15000.0,61414572.0,0.0,1.0,1.0,1.0
15330,55,0,1,1,1,0,15000.0,66700322.0,0.0,7.0,7.0,7.0
15331,42,0,2,2,1,0,10000.0,66915440.0,0.0,1.0,1.0,1.0
15332,27,0,1,1,1,0,11500.0,67417649.0,0.0,2.0,2.0,2.0
15333,23,0,0,0,1,0,4000.0,64834721.0,0.0,1.0,1.0,1.0
15334,31,0,1,1,1,0,20000.0,63625411.0,0.0,1.0,1.0,1.0
15335,58,1,0,0,0,1,7000.0,66753724.0,0.0,4.0,4.0,4.0
15336,31,1,1,1,1,0,10000.0,61155304.0,0.0,1.0,1.0,1.0
15337,39,0,2,2,1,0,9500.0,66897374.0,1.0,2.0,2.0,2.0
15338,40,1,1,1,1,0,14000.0,61538254.0,0.0,1.0,1.0,1.0
15341,64,0,0,0,1,0,14000.0,65248413.0,0.0,1.0,1.0,1.0
15342,55,0,0,0,1,0,40000.0,60091920.0,0.0,1.0,1.0,1.0
15343,60,0,2,0,0,1,45000.0,64850022.0,0.0,1.0,1.0,1.0
15344,50,1,0,0,1,0,20000.0,67414400.0,0.0,5.0,5.0,5.0
15345,54,1,1,0,1,0,10000.0,63993876.0,0.0,1.0,1.0,1.0
15346,44,1,1,0,1,0,20000.0,63087783.0,0.0,1.0,1.0,1.0
15347,34,1,1,1,1,0,5500.0,62234363.0,0.0,2.0,2.0,2.0
15348,40,0,1,1,1,0,15000.0,61121652.0,0.0,1.0,1.0,1.0
15349,52,0,0,0,1,0,6000.0,66588495.0,0.0,3.0,3.0,3.0
15350,29,0,1,1,1,0,8000.0,66855187.0,0.0,4.0,4.0,4.0
15351,46,0,1,0,1,0,16000.0,67437210.0,0.0,2.0,2.0,2.0
15352,52,0,0,0,1,0,14000.0,60050998.0,0.0,1.0,1.0,1.0
15353,29,1,0,0,1,0,36000.0,64277267.0,0.0,1.0,1.0,1.0
15354,37,1,1,1,1,0,8000.0,60048087.0,0.0,1.0,1.0,1.0
15355,30,0,2,2,1,0,15000.0,61310956.0,0.0,1.0,1.0,1.0
15356,30,1,1,1,1,0,7200.0,74170956.0,0.0,2.0,2.0,2.0
15357,50,1,0,0,1,0,7000.0,74040850.0,0.0,1.0,1.0,1.0
15358,51,1,1,0,0,1,11500.0,63591255.0,0.0,1.0,1.0,1.0
15359,44,1,1,0,1,0,15000.0,75285061.0,0.0,1.0,1.0,1.0
15360,36,1,2,2,1,0,8000.0,66314475.0,0.0,4.0,4.0,4.0
15361,57,1,0,0,1,1,22000.0,74484100.0,0.0,2.0,2.0,2.0
15362,44,1,2,0,1,0,17000.0,63330375.0,0.0,1.0,1.0,1.0
15363,29,0,0,0,1,0,15000.0,74825647.0,0.0,2.0,2.0,2.0
15364,39,0,1,1,1,0,12000.0,74550476.0,0.0,2.0,2.0,2.0
15365,27,1,1,1,1,0,8000.0,64433704.0,0.0,1.0,1.0,1.0
15366,56,1,2,0,0,1,12000.0,74657528.0,0.0,1.0,1.0,1.0
15367,39,1,1,1,1,0,10000.0,62027112.0,0.0,1.0,1.0,1.0
15368,28,1,2,2,1,0,6000.0,66585297.0,0.0,3.0,3.0,3.0
15369,30,1,1,1,1,0,22000.0,61306011.0,1.0,2.0,2.0,2.0
15370,50,1,2,0,1,0,25000.0,61029451.0,0.0,1.0,1.0,1.0
15371,55,0,0,0,1,0,11000.0,62016577.0,0.0,1.0,1.0,1.0
15372,54,1,1,0,1,0,20000.0,61833498.0,0.0,1.0,1.0,1.0
15373,32,0,0,0,1,0,6000.0,74551203.0,0.0,2.0,2.0,2.0
15374,40,1,0,0,1,0,12000.0,66517368.0,0.0,2.0,2.0,2.0
15375,47,0,1,0,1,0,30000.0,72273725.0,0.0,1.0,1.0,1.0
15376,34,0,1,1,1,0,8000.0,62434140.0,0.0,1.0,1.0,1.0
15377,54,1,1,0,0,1,10000.0,64900430.0,0.0,1.0,1.0,1.0
15378,31,0,1,1,1,0,25000.0,64601121.0,0.0,1.0,1.0,1.0
15379,30,0,2,2,1,0,12000.0,62789400.0,0.0,1.0,1.0,1.0
15380,46,1,1,1,1,0,8000.0,63005048.0,0.0,1.0,1.0,1.0
15381,37,0,3,3,1,0,10000.0,66977311.0,1.0,1.0,1.0,1.0
15382,29,1,0,0,1,0,10000.0,64826962.0,0.0,1.0,1.0,1.0
15383,45,0,1,1,1,0,10000.0,66902009.0,0.0,1.0,1.0,1.0
15384,51,1,2,0,1,1,6500.0,74986062.0,0.0,2.0,2.0,2.0
15385,51,0,1,1,1,0,8000.0,75029780.0,0.0,2.0,2.0,2.0
15386,48,1,0,0,1,0,7000.0,74994755.0,0.0,2.0,2.0,2.0
15387,46,1,2,0,1,0,8000.0,61936965.0,0.0,1.0,1.0,1.0
15388,44,1,0,0,1,0,9500.0,73849823.0,0.0,2.0,2.0,2.0
15389,26,1,0,0,1,0,15000.0,65494731.0,0.0,1.0,1.0,1.0
15390,32,1,2,2,1,0,15000.0,62237587.0,0.0,2.0,2.0,2.0
15391,33,1,1,1,1,0,19000.0,62949162.0,0.0,1.0,1.0,1.0
15392,53,1,2,0,1,1,24000.0,61535306.0,0.0,1.0,1.0,1.0
15393,56,1,2,0,1,1,10000.0,60450928.0,0.0,1.0,1.0,1.0
15394,36,1,1,1,1,0,8000.0,61357427.0,0.0,1.0,1.0,1.0
15395,39,0,2,2,1,0,15000.0,63328794.0,0.0,1.0,1.0,1.0
15396,54,1,3,0,1,0,8000.0,66836648.0,1.0,2.0,2.0,2.0
15397,53,0,1,1,1,0,27000.0,74818247.0,0.0,1.0,1.0,1.0
15398,53,0,0,0,0,1,6700.0,61460590.0,0.0,3.0,3.0,3.0
15399,27,1,0,0,1,0,6000.0,59968581.0,0.0,1.0,1.0,1.0
15400,41,1,2,2,1,0,12000.0,61057913.0,1.0,1.0,1.0,1.0
15401,27,0,0,0,1,0,10000.0,63595062.0,0.0,1.0,1.0,1.0
15402,47,0,1,0,1,0,25000.0,61081259.0,0.0,1.0,1.0,1.0
15403,49,1,3,0,1,0,19000.0,61119528.0,0.0,1.0,1.0,1.0
15404,49,1,2,1,1,0,25000.0,61933417.0,0.0,1.0,1.0,1.0
15405,36,1,2,2,1,0,10000.0,73847984.0,0.0,1.0,1.0,1.0
15406,35,0,1,1,1,0,20000.0,61249479.0,0.0,1.0,1.0,1.0
15407,49,1,3,1,1,0,10000.0,75288759.0,0.0,2.0,2.0,2.0
15408,31,0,0,0,1,0,30000.0,66766489.0,0.0,5.0,5.0,5.0
15409,30,0,1,1,1,0,20000.0,64838956.0,0.0,1.0,1.0,1.0
15410,57,1,2,0,1,1,3500.0,74560187.0,0.0,3.0,3.0,3.0
15411,27,0,2,2,1,0,10000.0,60524085.0,0.0,1.0,1.0,1.0
15412,25,1,1,1,1,0,8000.0,66076118.0,0.0,1.0,1.0,1.0
15413,23,0,0,1,1,0,24000.0,62019982.0,0.0,1.0,1.0,1.0
15414,32,0,3,3,1,0,25000.0,67275660.0,0.0,3.0,3.0,3.0
15415,50,1,2,0,1,0,7300.0,74554768.0,0.0,1.0,1.0,1.0
15416,34,0,1,1,1,0,7000.0,66773052.0,0.0,1.0,1.0,1.0
15417,54,0,0,0,0,1,5000.0,63587500.0,0.0,1.0,1.0,1.0
15418,33,0,2,2,1,0,15000.0,66759258.0,0.0,2.0,2.0,2.0
15419,35,1,0,0,1,0,16000.0,74534369.0,0.0,1.0,1.0,1.0
15420,23,1,0,0,1,0,12000.0,74542505.0,0.0,2.0,2.0,2.0
15421,42,0,1,0,1,0,26000.0,65241227.0,0.0,1.0,1.0,1.0
15422,23,1,1,1,1,0,16000.0,74462487.0,1.0,1.0,1.0,1.0
15423,34,0,0,0,1,0,15000.0,61115678.0,1.0,1.0,1.0,1.0
15424,62,1,0,0,0,1,6000.0,61447756.0,0.0,1.0,1.0,1.0
15425,46,0,0,0,1,0,15000.0,61138248.0,0.0,1.0,1.0,1.0
15426,35,0,0,0,1,0,20000.0,74645876.0,0.0,2.0,2.0,2.0
15427,22,0,0,0,1,0,11500.0,62631094.0,0.0,1.0,1.0,1.0
15428,41,0,1,1,1,0,25000.0,64376257.0,0.0,1.0,1.0,1.0
15429,25,1,0,0,1,0,35000.0,61416245.0,0.0,1.0,1.0,1.0
15430,35,0,1,1,1,0,15000.0,61108706.0,0.0,1.0,1.0,1.0
15431,26,1,0,0,1,0,15000.0,67309011.0,0.0,1.0,1.0,1.0
15432,28,0,0,0,1,0,50000.0,61110628.0,0.0,1.0,1.0,1.0
15433,54,1,0,0,1,0,15000.0,64910601.0,0.0,1.0,1.0,1.0
15434,33,0,1,1,1,0,15000.0,61925490.0,0.0,2.0,2.0,2.0
15435,29,0,0,0,1,0,28000.0,59931474.0,0.0,1.0,1.0,1.0
15436,50,1,3,0,1,0,5500.0,64593249.0,0.0,1.0,1.0,1.0
15437,52,1,0,0,0,1,4500.0,74031633.0,0.0,1.0,1.0,1.0
15438,36,1,1,1,1,0,15000.0,67157863.0,0.0,4.0,4.0,4.0
15439,45,0,2,1,1,0,11500.0,62598682.0,0.0,1.0,1.0,1.0
15440,38,0,2,2,1,0,11000.0,73846819.0,0.0,2.0,2.0,2.0
15442,28,1,1,1,1,0,14000.0,74514953.0,0.0,3.0,3.0,3.0
15444,48,0,0,0,1,0,8000.0,67320428.0,0.0,2.0,2.0,2.0
15445,31,1,2,2,1,0,10000.0,62788298.0,0.0,1.0,1.0,1.0
15446,43,1,1,1,1,0,10000.0,66201467.0,0.0,1.0,1.0,1.0
15447,22,0,0,0,1,0,26000.0,60186495.0,0.0,1.0,1.0,1.0
15448,27,1,0,0,1,0,30000.0,61526204.0,1.0,1.0,1.0,1.0
15449,41,1,2,1,1,0,7000.0,74188164.0,0.0,3.0,3.0,3.0
15450,37,1,1,0,1,0,10000.0,60446480.0,0.0,1.0,1.0,1.0
15451,54,1,2,0,1,0,4000.0,74011975.0,0.0,1.0,1.0,1.0
15452,30,1,1,1,1,0,13000.0,67146297.0,0.0,4.0,4.0,4.0
15453,56,1,3,0,1,0,6000.0,66843503.0,0.0,4.0,4.0,4.0
15454,51,0,1,0,0,1,4330.0,73829778.0,0.0,1.0,1.0,1.0
15455,32,1,0,0,1,0,20000.0,60096578.0,0.0,1.0,1.0,1.0
15456,28,0,1,1,1,0,20000.0,64368956.0,1.0,1.0,1.0,1.0
15457,34,1,1,1,1,0,13000.0,62593087.0,0.0,1.0,1.0,1.0
15458,52,0,2,0,1,1,24000.0,74988692.0,0.0,1.0,1.0,1.0
15459,43,0,2,2,1,0,11000.0,65223212.0,0.0,1.0,1.0,1.0
15460,37,0,2,2,1,0,10000.0,66658006.0,1.0,2.0,2.0,2.0
15461,28,0,1,2,1,0,25000.0,59929552.0,0.0,2.0,2.0,2.0
15462,36,0,2,2,1,0,15000.0,75285834.0,0.0,1.0,1.0,1.0
15463,63,0,5,0,0,1,8000.0,67438648.0,0.0,1.0,1.0,1.0
15464,34,1,1,1,1,0,8000.0,63106532.0,0.0,1.0,1.0,1.0
15465,42,1,0,0,1,0,7000.0,74523538.0,0.0,1.0,1.0,1.0
15466,26,1,2,2,1,0,4500.0,74041303.0,0.0,1.0,1.0,1.0
15467,43,0,3,3,1,0,9000.0,63104936.0,1.0,1.0,1.0,1.0
15468,46,1,1,1,1,0,7500.0,62141354.0,0.0,1.0,1.0,1.0
15469,46,1,1,1,1,0,7000.0,74986396.0,0.0,1.0,1.0,1.0
15470,34,1,2,2,1,0,11000.0,62618273.0,0.0,1.0,1.0,1.0
15471,47,1,2,0,1,0,15000.0,62250366.0,1.0,1.0,1.0,1.0
15472,31,1,2,2,1,0,10000.0,66890359.0,0.0,1.0,1.0,1.0
15473,58,0,1,0,0,1,7000.0,74997806.0,0.0,1.0,1.0,1.0
15474,34,0,2,2,1,0,15000.0,66782726.0,0.0,4.0,4.0,4.0
15475,25,1,0,0,1,0,15000.0,66412127.0,0.0,1.0,1.0,1.0
15476,48,1,3,0,1,0,4000.0,61241583.0,0.0,1.0,1.0,1.0
15477,25,1,0,0,1,0,15000.0,60042654.0,0.0,1.0,1.0,1.0
15478,41,1,2,2,1,0,7500.0,62250273.0,0.0,1.0,1.0,1.0
15479,45,0,2,2,1,0,16000.0,67317645.0,0.0,2.0,2.0,2.0
15480,24,0,0,0,1,0,12000.0,65249531.0,0.0,2.0,2.0,2.0
15481,49,1,2,0,1,0,20000.0,61419766.0,0.0,1.0,1.0,1.0
15482,57,1,3,0,1,0,10000.0,63892706.0,0.0,1.0,1.0,1.0
15483,33,1,1,1,1,0,18000.0,67015968.0,0.0,1.0,1.0,1.0
15484,62,1,2,0,0,1,10000.0,74522507.0,0.0,1.0,1.0,1.0
15485,29,0,2,2,1,0,15000.0,62033535.0,0.0,1.0,1.0,1.0
15486,33,1,4,4,1,0,15000.0,64842660.0,0.0,1.0,1.0,1.0
15487,54,0,0,0,1,0,8000.0,62492682.0,0.0,1.0,1.0,1.0
15488,32,0,2,2,1,0,35000.0,74995538.0,0.0,1.0,1.0,1.0
15489,45,1,2,1,1,0,8500.0,72290939.0,0.0,1.0,1.0,1.0
15490,30,0,1,2,1,0,14000.0,67207642.0,1.0,3.0,3.0,3.0
15491,57,1,0,0,0,1,5000.0,74186192.0,0.0,2.0,2.0,2.0
15492,50,0,2,0,1,0,7500.0,67078861.0,0.0,1.0,1.0,1.0
15493,46,0,2,0,1,0,20000.0,62946642.0,0.0,1.0,1.0,1.0
15494,63,1,3,0,0,1,6000.0,74186362.0,0.0,2.0,2.0,2.0
15495,37,1,1,1,1,0,13500.0,61418079.0,0.0,1.0,1.0,1.0
15496,38,1,1,1,1,0,20000.0,66322813.0,0.0,3.0,3.0,3.0
15497,41,1,1,0,1,0,6000.0,64442425.0,1.0,1.0,1.0,1.0
15498,31,0,0,0,1,0,40000.0,75273258.0,0.0,1.0,1.0,1.0
15499,56,1,0,0,1,0,10000.0,66740109.0,0.0,3.0,3.0,3.0
15500,25,1,0,0,1,0,11000.0,66077513.0,0.0,1.0,1.0,1.0
15501,44,0,2,0,1,0,5000.0,74188342.0,0.0,1.0,1.0,1.0
15503,61,1,0,0,0,1,14000.0,75018823.0,0.0,1.0,1.0,1.0
15504,38,1,2,2,1,0,10000.0,75279986.0,0.0,3.0,3.0,3.0
15505,49,0,2,1,0,1,7000.0,62135803.0,0.0,1.0,1.0,1.0
15506,52,1,2,1,0,1,4600.0,59972881.0,0.0,1.0,1.0,1.0
15507,45,1,2,0,1,0,27000.0,62387571.0,0.0,1.0,1.0,1.0
15508,31,1,2,2,1,0,6000.0,72283845.0,0.0,1.0,1.0,1.0
15509,62,0,3,0,0,1,7220.0,74028155.0,0.0,1.0,1.0,1.0
15510,24,0,1,1,1,0,20000.0,62016913.0,1.0,1.0,1.0,1.0
15511,58,1,2,0,1,1,8000.0,64467979.0,0.0,1.0,1.0,1.0
15512,25,0,1,1,1,0,45000.0,74950019.0,0.0,4.0,4.0,4.0
15513,28,1,0,0,1,0,9000.0,66198505.0,0.0,1.0,1.0,1.0
15514,47,0,2,2,1,0,12000.0,62594310.0,0.0,1.0,1.0,1.0
15515,40,1,2,0,1,0,8000.0,64334414.0,0.0,1.0,1.0,1.0
15516,49,0,0,0,1,0,9000.0,62365106.0,1.0,1.0,1.0,1.0
15517,37,0,2,2,1,0,20000.0,74845167.0,1.0,3.0,3.0,3.0
15518,43,0,0,0,1,0,11500.0,61849273.0,0.0,1.0,1.0,1.0
15519,58,1,2,0,0,1,5000.0,61235968.0,0.0,1.0,1.0,1.0
15520,27,0,0,0,1,0,20000.0,63009348.0,0.0,1.0,1.0,1.0
15521,24,0,1,1,1,0,22000.0,62613349.0,1.0,1.0,1.0,1.0
15523,26,0,0,0,1,0,15000.0,60059410.0,0.0,1.0,1.0,1.0
15524,45,1,0,0,1,0,12000.0,62505716.0,0.0,1.0,1.0,1.0
15525,40,1,1,1,1,0,15000.0,61241111.0,0.0,1.0,1.0,1.0
15526,27,0,0,0,1,0,6000.0,62481677.0,0.0,1.0,1.0,1.0
15527,29,0,0,0,1,0,12000.0,62628540.0,0.0,1.0,1.0,1.0
15528,23,1,0,0,1,0,5000.0,65417288.0,0.0,1.0,1.0,1.0
15529,38,1,1,1,1,0,8000.0,66756793.0,0.0,2.0,2.0,2.0
15530,34,1,2,2,1,0,11000.0,66711428.0,0.0,2.0,2.0,2.0
15531,32,0,2,2,1,0,9000.0,61375574.0,1.0,1.0,1.0,1.0
15532,34,0,2,2,1,0,20000.0,60449552.0,0.0,1.0,1.0,1.0
15533,40,0,1,1,1,0,15000.0,61289017.0,0.0,1.0,1.0,1.0
15534,62,1,1,0,1,1,30000.0,63990317.0,0.0,2.0,2.0,2.0
15535,30,1,1,1,1,0,9000.0,63624662.0,0.0,2.0,2.0,2.0
15536,31,1,1,1,1,0,10000.0,63093645.0,0.0,1.0,1.0,1.0
15537,54,1,2,0,1,0,12000.0,60459681.0,0.0,1.0,1.0,1.0
15538,25,0,0,0,1,0,15000.0,61151676.0,1.0,1.0,1.0,1.0
15539,58,0,0,0,1,0,8000.0,66927449.0,0.0,1.0,1.0,1.0
15540,37,1,0,0,1,0,9000.0,62378749.0,0.0,1.0,1.0,1.0
15542,25,1,2,2,1,0,8000.0,67233569.0,0.0,2.0,2.0,2.0
15543,33,1,1,2,1,0,15000.0,62501020.0,0.0,1.0,1.0,1.0
15544,56,1,1,0,1,1,14500.0,66194648.0,0.0,1.0,1.0,1.0
15545,57,1,1,0,1,1,18000.0,61459541.0,0.0,1.0,1.0,1.0
15546,38,0,0,0,1,0,20000.0,61533225.0,0.0,1.0,1.0,1.0
15547,31,0,1,1,1,0,30000.0,67428643.0,0.0,4.0,4.0,4.0
15548,58,1,2,0,1,1,15000.0,67214012.0,0.0,1.0,1.0,1.0
15549,56,1,2,0,0,1,9000.0,73841670.0,0.0,2.0,2.0,2.0
15550,52,0,2,0,1,0,10000.0,61462829.0,0.0,2.0,2.0,2.0
15551,35,0,2,2,1,0,10000.0,64439800.0,0.0,1.0,1.0,1.0
15552,28,1,1,1,1,0,18000.0,74985224.0,1.0,1.0,1.0,1.0
15553,60,1,1,0,0,1,6800.0,74183223.0,0.0,3.0,3.0,3.0
15554,49,1,2,2,1,0,15000.0,63007720.0,1.0,1.0,1.0,1.0
15555,24,1,1,1,1,0,5000.0,66156544.0,0.0,1.0,1.0,1.0
15556,24,1,0,0,1,0,8000.0,61255113.0,0.0,1.0,1.0,1.0
15557,37,1,1,1,1,0,6000.0,62093266.0,0.0,1.0,1.0,1.0
15558,33,1,0,0,1,0,15000.0,61120112.0,0.0,1.0,1.0,1.0
15559,33,0,2,2,1,0,7000.0,74026385.0,0.0,1.0,1.0,1.0
15560,39,0,2,2,1,0,26000.0,62426470.0,0.0,1.0,1.0,1.0
15561,29,1,0,0,1,0,15000.0,61358453.0,1.0,1.0,1.0,1.0
15562,38,1,2,2,1,0,17000.0,65257067.0,1.0,2.0,2.0,2.0
15563,22,1,0,0,1,0,5500.0,66091180.0,0.0,1.0,1.0,1.0
15564,29,0,0,0,1,0,20000.0,62991078.0,0.0,1.0,1.0,1.0
15565,45,0,2,2,1,0,9000.0,62247331.0,0.0,2.0,2.0,2.0
15566,48,1,0,0,1,0,8000.0,74548063.0,0.0,2.0,2.0,2.0
15568,47,0,1,0,1,0,16000.0,63769123.0,1.0,3.0,3.0,3.0
15569,44,1,1,1,1,0,8200.0,61384177.0,0.0,2.0,2.0,2.0
15570,48,1,5,4,1,0,30000.0,61238968.0,0.0,1.0,1.0,1.0
15571,25,0,0,1,1,0,50000.0,63099299.0,1.0,1.0,1.0,1.0
15572,24,0,2,2,1,0,12000.0,64890925.0,0.0,1.0,1.0,1.0
15573,33,0,2,2,1,0,17000.0,66927566.0,1.0,2.0,2.0,2.0
15574,63,1,0,0,0,1,11000.0,73825850.0,0.0,1.0,1.0,1.0
15575,59,0,0,0,1,0,11000.0,66195884.0,0.0,1.0,1.0,1.0
15576,62,0,1,0,1,1,12000.0,66158101.0,0.0,1.0,1.0,1.0
15577,50,1,0,0,1,0,25000.0,67540741.0,1.0,3.0,3.0,3.0
15578,39,0,1,0,1,0,10000.0,66581872.0,0.0,2.0,2.0,2.0
15579,51,1,0,0,0,1,9000.0,65480522.0,0.0,1.0,1.0,1.0
15580,31,0,0,0,1,0,12000.0,63327169.0,0.0,1.0,1.0,1.0
15582,34,1,1,1,1,0,10000.0,66827859.0,0.0,3.0,3.0,3.0
15583,61,1,0,0,0,1,4950.0,59963195.0,0.0,1.0,1.0,1.0
15585,34,1,1,1,1,0,15000.0,64824652.0,0.0,1.0,1.0,1.0
15586,34,1,1,1,1,0,14000.0,59931579.0,0.0,1.0,1.0,1.0
15587,33,0,2,2,1,0,15000.0,63633246.0,0.0,2.0,2.0,2.0
15589,55,1,2,0,0,1,12000.0,63913040.0,0.0,1.0,1.0,1.0
15590,52,1,3,0,1,0,10000.0,72267480.0,0.0,1.0,1.0,1.0
15591,29,1,1,1,1,0,12000.0,61925759.0,1.0,2.0,2.0,2.0
15593,42,1,1,1,1,0,25000.0,59936570.0,0.0,2.0,2.0,2.0
15594,33,1,1,1,1,0,12000.0,66423610.0,0.0,2.0,2.0,2.0
15596,59,1,0,0,1,1,7500.0,66590426.0,0.0,4.0,4.0,4.0
15597,51,1,0,0,1,1,15000.0,59927554.0,0.0,1.0,1.0,1.0
15598,31,1,1,1,1,0,20000.0,74470024.0,1.0,1.0,1.0,1.0
15599,53,1,4,0,1,0,18000.0,62370031.0,0.0,1.0,1.0,1.0
15600,23,1,1,1,1,0,8000.0,65414256.0,0.0,1.0,1.0,1.0
15601,31,0,1,1,1,0,9000.0,63591118.0,0.0,1.0,1.0,1.0
15603,46,1,2,0,1,0,8000.0,64361901.0,0.0,1.0,1.0,1.0
15604,48,1,0,1,1,0,12000.0,61833718.0,0.0,2.0,2.0,2.0
15605,26,0,1,1,1,0,25000.0,66927329.0,1.0,2.0,2.0,2.0
15606,31,0,0,0,1,0,25000.0,60111828.0,0.0,1.0,1.0,1.0
15607,40,1,0,0,1,0,20000.0,61862056.0,0.0,1.0,1.0,1.0
15608,30,0,0,0,1,0,20000.0,64004958.0,1.0,1.0,1.0,1.0
15609,22,1,0,0,1,0,12000.0,75278572.0,0.0,1.0,1.0,1.0
15610,24,0,0,0,1,0,15000.0,62489645.0,0.0,1.0,1.0,1.0
15611,49,0,2,0,1,0,10000.0,61833758.0,0.0,1.0,1.0,1.0
15612,43,1,1,1,1,0,10000.0,63630234.0,0.0,2.0,2.0,2.0
15613,48,1,2,0,1,0,7000.0,74984748.0,0.0,1.0,1.0,1.0
15615,37,1,2,2,1,0,11000.0,61413624.0,0.0,2.0,2.0,2.0
15616,45,1,2,0,1,0,9000.0,67075018.0,0.0,3.0,3.0,3.0
15617,35,1,2,2,1,0,12000.0,62235177.0,0.0,4.0,4.0,4.0
15618,25,1,0,0,1,0,100000.0,66078398.0,0.0,1.0,1.0,1.0
15619,43,1,1,1,1,0,15000.0,67225941.0,0.0,2.0,2.0,2.0
15620,30,0,0,0,1,0,12000.0,63918287.0,0.0,1.0,1.0,1.0
15621,43,1,2,1,1,0,20000.0,66754599.0,0.0,1.0,1.0,1.0
15622,36,0,0,0,1,0,14000.0,61243581.0,0.0,1.0,1.0,1.0
15623,55,1,0,0,0,1,8000.0,66426469.0,0.0,2.0,2.0,2.0
15624,41,0,1,0,1,0,20000.0,62612837.0,0.0,1.0,1.0,1.0
15625,54,1,0,0,0,1,5500.0,74008610.0,0.0,1.0,1.0,1.0
15626,24,1,0,0,1,0,8000.0,65480922.0,0.0,2.0,2.0,2.0
15627,40,1,2,2,1,0,20000.0,66535697.0,1.0,3.0,3.0,3.0
15628,28,0,1,1,1,0,15000.0,67225896.0,1.0,2.0,2.0,2.0
15629,52,1,2,0,1,0,10000.0,61434704.0,0.0,2.0,2.0,2.0
15630,22,1,0,0,1,0,7000.0,74175212.0,0.0,1.0,1.0,1.0
15631,22,0,0,0,1,0,15000.0,64602034.0,0.0,1.0,1.0,1.0
15632,27,1,1,1,1,0,12000.0,65204645.0,0.0,1.0,1.0,1.0
15633,29,1,1,1,1,0,8500.0,75021798.0,0.0,2.0,2.0,2.0
15634,51,1,5,0,0,1,5000.0,67545858.0,0.0,1.0,1.0,1.0
15635,62,1,0,0,0,1,5000.0,66538277.0,0.0,2.0,2.0,2.0
15636,23,0,1,2,1,0,18000.0,61310369.0,0.0,1.0,1.0,1.0
15637,43,1,0,1,1,0,15000.0,74483375.0,0.0,2.0,2.0,2.0
15638,53,1,3,0,0,1,6500.0,61968149.0,0.0,1.0,1.0,1.0
15639,46,0,0,0,1,0,15000.0,74825580.0,0.0,1.0,1.0,1.0
15640,25,1,0,0,1,0,16000.0,61853821.0,0.0,1.0,1.0,1.0
15641,26,0,0,0,1,0,16700.0,73843618.0,1.0,1.0,1.0,1.0
15642,49,0,0,0,1,0,15000.0,74844128.0,0.0,1.0,1.0,1.0
15644,56,1,0,0,0,1,8000.0,74991053.0,0.0,2.0,2.0,2.0
15645,39,0,2,1,1,0,8000.0,59963728.0,1.0,1.0,1.0,1.0
15646,63,0,2,1,1,1,11000.0,61922453.0,0.0,2.0,2.0,2.0
15647,39,0,1,1,1,0,12000.0,62441066.0,0.0,1.0,1.0,1.0
15648,53,1,2,0,1,0,8500.0,64429440.0,0.0,1.0,1.0,1.0
15649,28,1,0,0,1,0,12000.0,74649528.0,0.0,1.0,1.0,1.0
15650,63,0,2,0,0,1,6200.0,61454041.0,0.0,2.0,2.0,2.0
15651,59,1,2,0,0,1,9000.0,73823819.0,0.0,2.0,2.0,2.0
15652,64,1,1,0,1,0,13000.0,73818569.0,0.0,1.0,1.0,1.0
15653,29,1,1,1,1,0,8000.0,64373285.0,0.0,1.0,1.0,1.0
15654,60,1,0,0,0,1,6100.0,74027662.0,0.0,1.0,1.0,1.0
15655,38,1,3,2,1,0,10000.0,66414667.0,1.0,4.0,4.0,4.0
15656,25,1,2,1,1,0,12000.0,75030869.0,1.0,2.0,2.0,2.0
15657,42,1,2,0,1,0,13000.0,63627728.0,0.0,1.0,1.0,1.0
15658,53,0,1,1,1,0,22000.0,62803507.0,0.0,1.0,1.0,1.0
15659,43,1,0,0,1,0,5000.0,60397414.0,1.0,1.0,1.0,1.0
15660,23,0,0,0,1,0,16000.0,62442519.0,1.0,1.0,1.0,1.0
15662,26,1,0,0,1,0,12000.0,65498668.0,0.0,1.0,1.0,1.0
15663,48,1,2,0,1,0,7000.0,66849546.0,0.0,1.0,1.0,1.0
15664,27,0,1,0,1,0,15000.0,62168586.0,1.0,1.0,1.0,1.0
15665,32,0,0,0,1,0,15000.0,62132443.0,0.0,1.0,1.0,1.0
